pid	DOB	status	status_date	sex
712	1977-12-12	dead	1986-04-30	M
714	2004-02-06	dead	1993-03-11	M
715	1973-05-02	dead	1961-03-01	F
716	1979-08-09	dead	2005-03-03	M
717	1999-06-16	dead	2004-02-04	F
718	1943-04-10	dead	2004-04-08	M
719	1969-05-27	dead	2010-03-18	F
720	2004-10-27	alive	2016-12-31	M
721	1972-09-29	alive	2016-12-31	F
722	1976-12-29	dead	1978-06-05	M
723	1977-02-26	dead	1998-10-09	F
724	1991-08-21	alive	2016-12-31	M
725	1982-09-12	dead	1965-06-19	F
726	1969-10-06	alive	2016-12-31	M
727	1963-02-11	dead	2009-02-02	F
728	1989-10-13	dead	1980-02-09	M
729	2004-11-08	dead	1962-07-20	F
730	2002-12-23	alive	2016-12-31	M
731	1960-10-06	dead	2003-10-30	F
733	1954-10-21	dead	2016-08-17	F
734	1995-03-10	alive	2016-12-31	M
735	1945-01-01	dead	2006-11-26	F
736	1968-08-10	dead	2004-10-13	M
737	1950-07-05	dead	1987-11-29	F
739	1991-07-02	dead	1980-04-12	F
740	1945-11-05	alive	2016-12-31	M
741	1960-01-09	dead	2011-06-24	F
742	2009-02-22	dead	1999-04-30	M
743	1969-10-13	dead	1960-04-23	F
744	1949-09-18	dead	1986-01-08	M
745	1966-09-26	dead	1970-05-22	F
746	1992-11-14	dead	1983-12-22	M
747	2008-07-18	dead	1976-08-15	F
748	1966-01-13	alive	2016-12-31	M
749	1948-05-19	dead	2004-01-30	F
750	1974-03-14	dead	1986-09-01	M
751	2005-09-17	dead	1994-11-07	F
752	1968-10-24	dead	2013-09-04	M
753	1950-01-02	dead	2003-02-08	F
754	1972-08-11	dead	1967-01-25	M
755	1963-11-05	dead	1984-09-20	F
756	1986-09-15	dead	2011-02-28	M
757	1963-03-26	dead	2011-08-18	F
758	1963-02-02	dead	1973-11-13	M
759	1984-10-30	alive	2016-12-31	F
760	1975-08-25	dead	1978-05-24	M
761	1982-03-11	dead	1998-09-24	F
762	1990-10-26	dead	1985-06-12	M
764	1955-08-05	dead	2002-11-17	M
765	1940-05-25	dead	1993-10-20	F
766	1997-06-09	dead	2009-07-28	M
768	1991-04-04	dead	2011-10-19	M
769	2005-12-29	dead	2002-11-20	F
770	1973-12-10	dead	2011-02-18	M
771	1989-05-07	dead	2013-08-14	F
772	1987-07-17	alive	2016-12-31	M
773	2006-09-27	dead	2001-09-21	F
774	1999-06-12	dead	1984-09-04	M
775	1963-06-20	dead	1975-06-03	F
776	1954-10-24	dead	1998-07-14	M
777	1980-01-10	dead	1996-12-29	F
778	1945-09-09	dead	1972-02-03	M
779	2004-03-28	dead	1976-11-09	F
780	1998-05-17	alive	2016-12-31	M
781	2003-11-25	dead	2004-09-19	F
782	1943-04-12	dead	1987-04-18	M
783	1986-11-28	dead	2004-02-15	F
784	1995-03-26	dead	2013-05-20	M
785	1986-02-13	dead	1978-10-12	F
786	2000-04-30	dead	2008-03-16	M
787	1957-05-14	dead	1984-11-10	F
789	1975-06-08	alive	2016-12-31	F
790	1959-09-10	dead	2003-08-09	M
791	1969-01-22	alive	2016-12-31	F
792	2007-12-28	dead	1973-04-18	M
793	1954-03-14	dead	1977-11-13	F
794	1966-12-21	alive	2016-12-31	M
795	1973-08-10	dead	1995-03-14	F
796	1961-03-22	dead	1970-07-04	M
797	1950-09-21	alive	2016-12-31	F
798	1956-12-24	dead	1978-09-06	M
799	1990-03-29	dead	1974-10-09	F
800	1963-04-23	dead	1967-07-08	M
801	1986-11-04	dead	2005-09-03	F
802	1946-10-03	dead	1976-05-30	M
803	1949-07-18	dead	1995-03-13	F
804	1993-10-10	alive	2016-12-31	M
805	1995-12-25	dead	1991-01-11	F
806	1961-05-08	dead	2007-08-14	M
807	1954-02-21	dead	1990-01-12	F
808	1940-07-20	dead	1963-10-18	M
809	1964-03-24	dead	1988-06-01	F
810	1969-07-13	dead	1972-11-11	M
811	1998-02-28	dead	1984-08-03	F
812	1977-08-04	dead	1981-03-08	M
813	1968-05-08	dead	1993-07-06	F
814	1945-05-07	dead	1985-08-23	M
815	1963-06-24	dead	2003-05-24	F
816	1962-09-30	alive	2016-12-31	M
817	1958-04-25	dead	1990-04-01	F
818	1975-10-28	dead	1968-08-24	M
819	1995-04-14	dead	2012-10-05	F
820	1988-06-30	dead	2016-10-12	M
821	1977-12-11	dead	1986-06-25	F
822	1946-11-02	alive	2016-12-31	M
824	1961-08-02	dead	1965-01-14	M
825	1943-09-07	alive	2016-12-31	F
826	2002-08-04	dead	1998-04-09	M
827	1942-01-22	dead	1969-12-17	F
828	1985-03-03	dead	1988-07-07	M
829	1989-11-24	dead	1994-09-27	F
830	1993-02-11	dead	1970-06-02	M
831	1999-03-25	dead	1961-10-15	F
832	1943-11-10	dead	1972-04-08	M
833	1957-11-15	dead	2001-02-12	F
834	1994-10-15	dead	1976-09-07	M
835	2002-04-26	dead	1983-07-23	F
836	1992-05-28	dead	1994-06-30	M
837	1972-12-18	dead	1993-03-13	F
838	1981-12-01	alive	2016-12-31	M
839	1953-10-07	dead	1996-12-08	F
840	1942-03-12	dead	1967-02-23	M
841	1978-02-25	dead	1981-05-18	F
842	2008-11-15	dead	1995-02-15	M
844	2005-03-04	dead	1963-03-03	M
845	1964-12-17	dead	1963-06-05	F
846	1948-09-25	alive	2016-12-31	M
847	2000-05-05	dead	2009-06-18	F
848	1979-09-07	dead	1973-06-03	M
849	1988-04-22	dead	1992-03-22	F
850	1957-05-04	dead	1994-11-22	M
851	1979-01-23	dead	2003-12-28	F
852	1994-06-08	dead	1975-01-01	M
853	1955-07-08	dead	1982-03-05	F
854	1975-12-05	dead	1985-09-02	M
855	1961-04-10	alive	2016-12-31	F
856	2002-10-07	alive	2016-12-31	M
857	1973-02-23	dead	1968-06-02	F
858	1969-03-18	dead	1992-11-21	M
859	1942-08-17	dead	2008-06-27	F
860	1990-06-26	dead	1962-03-23	M
861	1940-01-14	dead	1964-10-20	F
862	1989-01-27	dead	1964-05-07	M
863	1963-05-14	alive	2016-12-31	F
864	2004-08-05	dead	1995-09-28	M
865	1949-10-16	dead	1990-06-10	F
866	1989-09-20	dead	2014-09-21	M
867	1997-01-02	dead	1961-05-30	F
868	1968-11-01	dead	1970-11-29	M
869	2009-12-30	dead	1996-04-22	F
870	2000-12-08	alive	2016-12-31	M
871	1965-10-14	dead	1961-06-18	F
872	1992-01-17	dead	1984-04-28	M
873	1994-08-14	dead	1972-02-26	F
874	2006-12-28	dead	1976-10-17	M
875	1993-08-21	dead	1977-11-29	F
876	2003-02-01	dead	1991-03-24	M
877	1952-07-21	dead	1982-01-03	F
878	1988-06-13	dead	2015-03-26	M
879	1993-11-10	dead	1991-07-26	F
881	2000-06-19	dead	1981-06-04	F
882	2001-01-28	alive	2016-12-31	M
883	1944-08-25	dead	2009-12-03	F
884	1983-10-17	alive	2016-12-31	M
885	1965-07-06	dead	1999-04-10	F
886	1942-12-24	dead	1976-10-18	M
887	1969-08-25	dead	2003-10-10	F
888	1993-06-30	dead	2007-07-01	M
889	1968-02-28	alive	2016-12-31	F
890	1984-06-30	dead	1985-05-14	M
891	1949-11-20	dead	2004-05-30	F
892	1969-04-19	dead	1988-02-07	M
893	1946-12-07	dead	1997-04-11	F
894	2007-07-23	dead	1963-10-14	M
895	1960-06-15	dead	1991-09-29	F
896	1956-06-13	alive	2016-12-31	M
897	1991-08-23	dead	1964-09-29	F
898	1990-07-08	dead	1984-11-15	M
900	1943-02-05	dead	1995-06-12	M
901	1973-03-06	dead	2013-06-27	F
902	1951-07-29	alive	2016-12-31	M
903	1956-08-15	dead	1996-03-27	F
904	1984-03-14	alive	2016-12-31	M
905	1977-11-05	dead	1970-02-04	F
906	1995-01-22	dead	1968-01-04	M
907	1960-05-30	dead	2000-08-10	F
908	1982-07-09	alive	2016-12-31	M
909	1943-09-24	dead	1974-11-18	F
910	1984-11-15	dead	1984-05-03	M
911	1942-05-19	dead	1996-06-18	F
912	1963-11-06	alive	2016-12-31	M
913	1944-10-03	alive	2016-12-31	F
914	1995-11-25	dead	1977-04-18	M
915	1950-06-27	dead	1977-08-02	F
916	1973-06-07	dead	1985-11-09	M
917	1994-03-25	dead	1979-07-18	F
918	1976-11-09	dead	1964-10-19	M
919	1954-09-15	dead	1966-04-18	F
920	1959-12-15	dead	2007-12-10	M
921	1974-09-27	dead	2012-07-04	F
922	2006-03-15	alive	2016-12-31	M
923	1991-02-14	dead	2009-07-12	F
924	1950-11-19	dead	1986-04-25	M
925	1966-11-19	dead	1978-07-05	F
926	1957-04-28	alive	2016-12-31	M
927	1994-11-11	dead	2000-01-17	F
928	1990-08-05	dead	1982-02-11	M
929	1980-10-02	dead	1991-12-01	F
930	1966-03-26	dead	2006-08-21	M
931	1982-11-22	dead	1981-05-19	F
932	1945-02-21	dead	1960-04-22	M
933	1984-03-25	alive	2016-12-31	F
934	1963-12-21	dead	2016-06-02	M
935	1966-10-12	dead	1971-12-22	F
937	1993-05-28	alive	2016-12-31	F
938	2002-08-06	dead	1997-06-07	M
939	2000-02-28	alive	2016-12-31	F
940	1967-08-14	dead	1967-08-23	M
941	1995-04-26	dead	1960-10-11	F
942	1985-12-09	dead	1968-05-27	M
943	1966-05-06	dead	1997-07-06	F
945	1941-01-21	alive	2016-12-31	F
946	1988-07-23	dead	2000-02-13	M
947	1964-10-16	dead	1982-07-14	F
948	1940-04-11	dead	1966-01-10	M
949	2006-09-08	dead	1969-08-17	F
950	1972-03-17	dead	1985-07-21	M
951	1981-12-31	dead	1993-12-07	F
952	1978-01-13	dead	2006-02-07	M
953	1951-03-09	dead	2003-05-29	F
954	1990-05-03	dead	2006-06-13	M
955	1975-09-15	dead	1982-03-24	F
956	1993-08-08	dead	1981-01-17	M
957	1963-08-14	dead	1969-10-07	F
958	1997-03-25	dead	1986-12-28	M
959	1989-08-02	alive	2016-12-31	F
960	1994-02-08	dead	1973-12-27	M
961	1996-03-18	dead	1968-01-09	F
962	1985-01-22	dead	1962-03-06	M
963	1943-04-01	alive	2016-12-31	F
964	1944-04-19	dead	2000-12-06	M
965	1980-10-14	alive	2016-12-31	F
966	1959-09-16	dead	1962-04-09	M
967	1991-04-17	dead	2000-03-05	F
968	2001-07-29	dead	1989-04-03	M
969	1960-05-27	dead	2004-12-10	F
970	1950-04-02	dead	1990-02-05	M
971	1987-04-09	dead	1980-01-19	F
972	1979-06-09	dead	1961-10-26	M
973	1959-08-06	dead	2011-10-28	F
974	1960-11-19	dead	1965-02-16	M
975	1950-01-19	dead	2012-08-28	F
976	1979-12-04	dead	1979-04-24	M
977	1989-11-12	dead	1982-07-17	F
978	1972-09-13	dead	1990-08-30	M
979	1970-10-23	dead	2001-05-28	F
980	1992-06-23	alive	2016-12-31	M
981	1989-09-18	dead	1979-02-05	F
982	1949-04-18	dead	2009-05-15	M
983	1973-09-15	dead	1987-02-16	F
984	1952-06-09	dead	1985-07-01	M
985	1951-02-12	dead	1974-01-30	F
986	1980-01-29	dead	1967-02-08	M
987	1963-06-16	dead	1992-02-27	F
988	1974-11-30	dead	1986-02-16	M
989	1954-12-23	dead	2013-03-12	F
990	1940-02-11	dead	1975-03-16	M
991	1988-03-21	dead	1995-03-12	F
992	2003-04-12	dead	1975-11-19	M
993	1998-06-26	dead	1999-02-22	F
994	1996-01-30	alive	2016-12-31	M
995	1945-02-15	dead	1981-08-19	F
996	1993-03-17	dead	2006-11-21	M
997	1964-08-17	alive	2016-12-31	F
998	1974-02-13	dead	1981-03-13	M
999	1983-03-08	dead	1961-03-08	F
1000	1944-09-14	dead	2007-02-10	M
1001	1996-03-06	dead	1990-11-01	F
1002	2008-05-08	dead	1995-10-18	M
1003	1974-01-15	alive	2016-12-31	F
1004	1970-03-07	dead	1999-07-26	M
1005	1992-06-11	dead	1974-06-21	F
1006	1940-05-11	dead	1998-05-09	M
1007	1970-12-22	alive	2016-12-31	F
1008	1997-02-19	dead	1982-10-30	M
1009	1991-11-13	alive	2016-12-31	F
1010	1952-05-27	dead	2002-01-24	M
1011	1966-06-05	dead	1966-11-20	F
1012	1943-04-21	dead	1986-08-29	M
1014	1983-08-05	dead	2014-01-28	M
1015	2003-12-09	alive	2016-12-31	F
1016	1946-01-11	alive	2016-12-31	M
1017	1985-07-01	alive	2016-12-31	F
1018	1974-03-02	dead	2001-11-20	M
1019	1984-07-27	alive	2016-12-31	F
1020	1981-06-25	alive	2016-12-31	M
1021	1964-07-08	dead	2008-12-21	F
1022	1940-09-15	dead	2003-04-14	M
1023	1975-06-14	dead	1976-04-06	F
1024	1994-01-09	dead	2004-11-14	M
1025	1980-02-24	alive	2016-12-31	F
1026	2001-08-22	dead	1964-04-17	M
1027	1972-12-22	dead	2015-04-10	F
1028	2008-01-16	dead	2009-01-06	M
1029	1993-07-12	alive	2016-12-31	F
1030	1983-10-06	alive	2016-12-31	M
1031	1991-03-26	dead	1987-12-08	F
1032	2004-04-30	dead	2006-09-03	M
1033	1958-02-10	dead	1974-10-12	F
1034	1979-03-18	dead	1986-07-22	M
1035	2000-12-30	dead	1978-10-10	F
1036	1988-09-26	alive	2016-12-31	M
1037	1968-03-05	dead	2009-05-12	F
1038	2007-12-07	dead	1969-07-15	M
1039	1943-06-13	dead	2008-10-08	F
1041	1970-08-04	alive	2016-12-31	F
1042	1979-04-26	dead	1961-04-26	M
1043	1976-05-16	alive	2016-12-31	F
1044	2004-12-01	alive	2016-12-31	M
1045	1971-07-19	dead	2007-10-03	F
1046	1968-01-02	dead	1989-04-14	M
1047	1947-09-09	dead	1978-06-25	F
1048	1997-04-11	dead	1964-04-25	M
1049	1953-02-28	dead	1990-12-09	F
1050	1955-07-01	dead	1972-11-01	M
1051	1971-11-04	dead	1995-03-10	F
1052	1940-02-19	dead	1995-08-08	M
1053	1963-08-11	dead	1985-01-24	F
1054	1963-09-08	dead	1986-07-30	M
1055	1970-07-27	dead	1975-04-27	F
1056	1964-04-22	dead	1985-12-20	M
1057	1965-06-13	dead	1986-04-07	F
1058	1952-04-29	alive	2016-12-31	M
1059	1995-01-18	dead	1981-06-26	F
1062	1988-01-11	dead	2008-06-18	M
1063	1982-02-08	dead	1968-06-09	F
1064	1953-10-22	dead	1988-07-05	M
1065	1983-05-24	dead	1967-04-07	F
1066	1942-12-02	dead	1960-05-29	M
1067	1999-07-29	alive	2016-12-31	F
1068	1968-11-10	alive	2016-12-31	M
1069	1988-07-05	dead	1978-02-20	F
1070	1956-11-30	alive	2016-12-31	M
1071	1988-08-08	dead	1960-09-01	F
1072	1999-01-01	alive	2016-12-31	M
1073	1980-07-23	dead	1983-06-16	F
1074	1956-07-17	alive	2016-12-31	M
1075	1990-11-21	alive	2016-12-31	F
1076	1986-08-24	dead	2016-12-27	M
1077	1954-05-17	alive	2016-12-31	F
1078	2005-06-22	alive	2016-12-31	M
1079	1956-08-17	dead	1982-08-05	F
1080	1989-07-10	dead	1985-05-22	M
1081	1955-01-21	alive	2016-12-31	F
1082	1978-01-25	dead	1974-08-02	M
1083	1957-07-27	dead	1986-11-12	F
1084	1955-03-12	dead	2002-02-13	M
1085	1974-10-05	dead	2001-08-25	F
1086	1942-11-29	dead	1969-12-13	M
1087	2007-11-21	alive	2016-12-31	F
1088	2004-09-28	dead	1964-05-19	M
1089	1943-05-24	dead	2007-01-11	F
1090	1976-01-16	dead	2002-01-08	M
1091	1957-09-15	dead	2009-12-31	F
1092	1958-05-04	dead	2002-07-13	M
1093	1999-02-27	alive	2016-12-31	F
1094	1951-12-27	alive	2016-12-31	M
1095	1948-07-10	dead	1999-05-27	F
1096	1962-05-26	dead	2001-08-02	M
1097	1971-02-08	dead	2006-10-08	F
1098	1997-05-26	dead	2013-01-08	M
1099	1948-11-23	dead	2010-02-15	F
1100	2001-08-13	alive	2016-12-31	M
1101	1946-05-12	dead	1993-07-11	F
1102	1995-02-09	dead	1985-09-08	M
1103	1958-06-10	dead	1996-10-27	F
1104	1989-06-30	dead	1984-06-14	M
1105	1983-11-14	dead	1967-07-11	F
1106	2005-12-22	alive	2016-12-31	M
1107	1986-03-28	dead	1960-02-19	F
1108	1973-06-24	alive	2016-12-31	M
1109	2002-05-26	dead	2015-07-20	F
1110	1945-02-13	dead	1961-03-26	M
1111	1960-08-22	dead	1981-06-05	F
1112	1992-07-28	dead	1992-03-12	M
1113	1982-12-22	dead	1992-05-30	F
1114	1955-08-17	dead	2007-07-17	M
1115	2003-01-17	dead	1971-05-27	F
1116	1984-11-11	dead	2010-07-29	M
1117	1990-02-23	dead	1991-05-16	F
1118	1958-12-21	dead	2005-05-15	M
1119	1971-07-16	dead	2005-07-01	F
1120	1943-05-18	dead	1961-01-23	M
1121	1984-09-30	dead	1990-02-28	F
1122	1966-11-11	alive	2016-12-31	M
1123	1944-03-26	dead	2011-06-22	F
1124	1943-12-15	dead	1971-08-10	M
1125	1971-07-28	dead	1965-11-21	F
1126	1975-09-14	alive	2016-12-31	M
1127	1991-07-23	dead	1991-03-25	F
1128	2000-07-27	dead	1992-05-16	M
1129	1992-07-03	dead	1998-11-06	F
1130	1949-04-09	dead	2006-06-04	M
1131	1977-05-07	alive	2016-12-31	F
1132	1945-08-19	dead	2006-08-31	M
1133	1985-05-28	alive	2016-12-31	F
1134	1976-06-09	dead	2006-02-12	M
1135	1945-03-20	dead	2006-05-04	F
1136	1977-08-11	alive	2016-12-31	M
1137	1968-02-19	dead	2015-07-03	F
1138	1997-05-25	dead	1964-10-21	M
1139	1986-12-10	dead	1972-02-12	F
1140	1970-11-26	dead	1979-11-29	M
1141	2000-03-07	dead	2016-09-30	F
1143	1960-08-24	alive	2016-12-31	F
1144	1979-06-17	dead	1968-05-21	M
1145	1955-11-03	alive	2016-12-31	F
1146	2001-05-15	alive	2016-12-31	M
1147	1997-05-31	dead	1985-02-22	F
1148	1979-12-14	dead	1974-03-30	M
1149	2008-10-01	dead	2012-12-26	F
1150	1953-11-16	alive	2016-12-31	M
1152	2002-06-07	dead	1994-07-08	M
1153	2000-07-19	alive	2016-12-31	F
1154	1971-12-29	dead	2005-10-24	M
1155	1966-01-01	dead	1967-08-14	F
1156	1991-10-31	dead	1999-03-30	M
1157	1962-09-17	dead	2015-01-30	F
1158	1966-06-23	dead	2012-02-18	M
1159	1972-02-04	dead	2004-09-30	F
1160	1969-10-15	dead	1964-07-08	M
1161	2000-06-28	dead	2015-05-05	F
1162	1967-04-07	dead	1973-11-02	M
1163	1945-05-30	alive	2016-12-31	F
1164	1986-05-06	dead	1992-02-26	M
1165	1946-10-07	dead	2002-03-30	F
1166	1990-09-03	dead	1977-09-22	M
1167	1979-05-21	dead	1972-05-31	F
1168	2003-10-26	dead	1979-05-25	M
1169	2003-12-20	dead	1983-02-09	F
1170	2004-02-22	dead	1998-03-03	M
1171	2002-02-10	dead	2001-11-12	F
1172	1961-07-04	dead	1968-08-15	M
1173	1945-02-06	alive	2016-12-31	F
1175	1997-04-27	dead	1964-03-09	F
1176	2009-08-14	dead	1981-11-09	M
1177	1964-05-11	dead	2001-11-01	F
1178	2000-02-21	alive	2016-12-31	M
1179	1956-04-28	dead	2007-12-02	F
1180	1941-01-29	dead	1992-06-09	M
1181	1997-01-09	dead	1986-12-14	F
1182	1995-01-16	alive	2016-12-31	M
1183	1978-02-09	dead	1984-05-24	F
1184	1984-06-04	alive	2016-12-31	M
1185	1990-11-04	dead	1981-05-01	F
1186	1957-03-31	dead	2004-06-29	M
1187	1986-08-01	dead	2014-02-22	F
1188	2006-12-11	dead	1981-01-26	M
1189	1956-07-26	dead	1977-04-29	F
1190	1996-12-16	alive	2016-12-31	M
1191	1965-06-04	dead	2011-08-13	F
1192	1958-02-09	dead	1986-06-07	M
1193	1951-05-29	dead	1980-03-26	F
1194	1965-11-25	dead	2013-05-09	M
1195	1966-09-16	alive	2016-12-31	F
1196	1989-12-04	dead	1969-07-02	M
1197	1989-02-14	dead	1984-06-04	F
1198	1962-07-10	dead	1964-10-12	M
1199	1963-06-07	dead	2013-05-04	F
1200	1981-05-11	dead	2004-03-18	M
1201	1956-08-27	dead	2003-10-06	F
1202	1975-06-02	alive	2016-12-31	M
1204	1942-12-01	alive	2016-12-31	M
1205	1993-10-14	dead	1992-03-16	F
1206	1999-12-01	alive	2016-12-31	M
1207	1976-08-03	alive	2016-12-31	F
1208	1989-10-24	dead	2006-01-06	M
1209	2002-08-28	dead	2015-09-22	F
1210	1952-06-30	dead	1967-10-29	M
1211	2006-11-23	dead	2016-07-01	F
1212	1979-12-28	dead	1962-02-13	M
1213	1954-12-26	dead	1996-11-24	F
1214	1979-03-01	dead	2012-08-30	M
1215	1971-10-06	dead	1990-12-06	F
1216	1941-06-09	dead	2004-02-05	M
1217	2004-03-17	dead	1962-07-13	F
1218	1941-02-03	dead	2013-12-30	M
1219	2006-10-17	dead	2001-05-10	F
1220	1994-12-26	alive	2016-12-31	M
1221	1981-04-12	dead	1975-05-16	F
1222	1947-12-13	dead	1995-12-08	M
1223	1954-02-12	dead	1995-06-15	F
1224	1952-06-27	dead	2015-08-09	M
1225	1963-10-19	dead	2006-03-28	F
1226	1969-12-23	dead	1980-08-10	M
1227	1959-10-31	dead	2014-08-09	F
1228	1977-04-04	dead	2000-04-02	M
1229	1957-03-19	dead	1995-01-28	F
1230	1991-12-10	alive	2016-12-31	M
1231	1949-03-11	dead	1978-07-06	F
1232	2006-12-12	alive	2016-12-31	M
1233	1953-09-25	alive	2016-12-31	F
1234	1949-10-07	dead	1976-03-03	M
1235	1940-04-12	dead	1985-03-20	F
1236	1975-02-28	dead	1960-10-19	M
1237	1990-02-15	alive	2016-12-31	F
1238	1972-07-03	dead	1979-01-25	M
1240	1964-02-11	dead	1984-02-27	M
1241	1964-12-08	dead	1972-12-19	F
1242	1970-09-26	dead	1983-10-19	M
1243	1996-09-30	dead	2008-07-11	F
1245	1943-04-08	dead	1964-10-11	F
1246	1985-07-21	dead	1977-06-11	M
1247	1954-02-14	dead	1975-07-14	F
1248	2002-03-20	dead	2000-01-04	M
1249	1973-01-19	dead	2016-09-27	F
1250	1962-03-30	dead	1974-06-08	M
1251	2003-05-30	alive	2016-12-31	F
1252	1984-10-05	dead	1989-03-25	M
1253	2003-08-04	dead	1979-07-29	F
1254	2005-03-12	alive	2016-12-31	M
1255	1975-07-31	dead	1993-02-23	F
1256	2007-08-09	dead	1965-06-21	M
1257	1947-01-17	dead	2007-02-15	F
1258	1995-03-08	dead	1963-04-09	M
1259	2007-01-07	dead	1966-05-29	F
1260	1997-07-06	dead	1982-12-23	M
1261	1941-04-19	dead	1980-11-25	F
1262	1946-06-18	dead	1963-03-09	M
1263	1962-02-27	alive	2016-12-31	F
1264	1971-12-10	dead	2001-09-14	M
1265	1979-12-26	dead	1972-04-28	F
1266	2002-12-13	dead	1986-05-19	M
1267	1955-07-30	alive	2016-12-31	F
1269	1956-08-26	alive	2016-12-31	F
1271	1994-11-26	dead	1963-08-08	F
1273	1942-01-16	dead	1998-08-21	F
1274	1945-06-10	alive	2016-12-31	M
1275	1977-05-16	dead	1964-11-02	F
1276	1945-06-23	dead	1994-08-13	M
1277	1990-07-25	dead	1994-04-28	F
1279	1966-04-25	dead	1983-03-17	F
1280	1955-06-20	dead	1977-06-10	M
1281	1986-05-04	dead	2001-04-18	F
1282	1964-01-10	alive	2016-12-31	M
1283	1966-07-15	dead	1979-09-01	F
1284	2006-09-19	dead	2011-07-09	M
1285	2003-06-19	alive	2016-12-31	F
1286	1950-10-15	dead	2001-02-06	M
1287	1970-02-13	dead	2006-08-02	F
1288	1941-06-10	alive	2016-12-31	M
1289	1968-03-19	dead	1969-05-08	F
1290	1982-02-23	dead	1980-08-29	M
1291	1993-06-24	dead	2002-07-16	F
1292	1969-04-20	dead	1965-05-07	M
1293	1959-06-24	alive	2016-12-31	F
1294	1963-01-11	dead	1977-12-25	M
1295	1940-12-09	dead	1966-03-01	F
1296	1992-03-29	dead	1973-10-28	M
1297	1957-12-31	dead	1998-05-10	F
1298	1951-01-05	dead	2010-06-29	M
1299	1978-04-09	dead	2008-06-13	F
1300	1965-09-28	alive	2016-12-31	M
1301	1992-06-25	alive	2016-12-31	F
1302	1994-08-10	dead	1991-05-05	M
1303	1968-02-29	dead	1990-04-04	F
1304	1995-01-21	alive	2016-12-31	M
1305	1998-09-16	dead	1960-07-31	F
1306	1960-12-14	dead	1988-11-30	M
1307	1979-01-20	dead	2014-10-23	F
1308	1991-10-19	dead	1970-04-03	M
1309	1965-06-23	dead	1992-02-06	F
1310	1960-09-23	alive	2016-12-31	M
1311	1982-02-01	dead	1966-05-01	F
1312	2006-07-20	dead	1981-08-27	M
1313	1947-07-01	dead	1987-01-24	F
1314	2008-10-20	dead	1961-10-19	M
1315	1984-09-02	dead	2011-01-17	F
1317	1980-09-25	dead	1987-11-23	F
1318	1972-11-09	dead	2016-08-31	M
1319	1992-02-17	dead	1988-03-01	F
1320	1962-12-13	alive	2016-12-31	M
1321	1995-09-24	dead	1960-12-30	F
1322	2002-01-14	alive	2016-12-31	M
1323	1977-02-02	dead	2016-11-19	F
1324	1986-10-26	alive	2016-12-31	M
1325	2005-06-25	alive	2016-12-31	F
1326	1990-06-22	dead	1961-07-09	M
1327	1967-04-28	alive	2016-12-31	F
1328	2003-09-28	dead	1986-05-12	M
1329	1975-09-06	dead	1974-08-01	F
1330	2009-08-23	dead	2005-01-14	M
1331	2004-08-03	dead	1996-10-26	F
1332	1996-06-15	dead	1965-10-31	M
1334	1998-04-04	alive	2016-12-31	M
1335	1951-01-17	dead	1999-09-11	F
1336	2000-08-08	dead	1994-05-06	M
1337	1970-05-09	dead	1978-12-21	F
1338	1997-07-15	dead	1973-10-14	M
1339	1977-07-18	dead	1972-05-27	F
1340	1976-11-15	dead	2014-11-10	M
1341	2007-03-30	alive	2016-12-31	F
1342	1997-06-28	dead	1992-07-12	M
1343	1989-10-30	dead	2008-12-15	F
1344	1981-09-23	dead	2013-01-04	M
1345	1952-03-19	dead	1999-08-31	F
1346	2009-02-18	dead	1963-11-06	M
1347	1991-12-28	dead	2012-06-03	F
1348	2000-06-30	dead	1984-08-10	M
1349	1953-07-01	dead	2008-07-01	F
1350	1962-09-16	dead	1978-02-23	M
1351	1971-08-03	dead	1967-07-13	F
1352	2004-01-10	alive	2016-12-31	M
1353	1965-08-08	dead	1988-08-24	F
1354	1982-09-03	dead	1992-12-17	M
1355	1979-06-14	dead	1983-10-02	F
1356	1968-01-18	dead	1981-04-05	M
1357	1973-04-04	dead	1968-11-11	F
1358	1981-01-04	dead	1963-10-27	M
1360	1953-03-01	dead	1968-05-04	M
1361	2004-08-19	dead	2011-08-04	F
1362	1957-07-04	dead	2004-06-19	M
1364	1975-03-19	dead	1990-06-29	M
1365	1948-06-04	dead	2002-11-10	F
1366	1982-01-13	dead	1968-01-15	M
1367	1998-09-27	dead	1975-04-14	F
1368	1999-09-17	dead	2011-11-03	M
1369	1950-07-08	dead	1976-06-11	F
1370	1949-05-07	dead	1972-03-12	M
1371	1998-04-06	alive	2016-12-31	F
1372	1951-10-17	alive	2016-12-31	M
1373	1972-04-01	dead	1998-07-28	F
1374	2008-12-10	dead	1962-11-16	M
1375	1948-03-29	alive	2016-12-31	F
1376	1977-09-01	alive	2016-12-31	M
1377	1941-06-02	dead	2010-11-16	F
1378	1977-09-27	dead	2009-12-06	M
1379	1976-09-30	dead	1965-10-20	F
1380	1984-09-03	dead	1999-03-15	M
1381	1950-06-26	dead	1986-07-11	F
1382	1945-03-24	alive	2016-12-31	M
1383	1960-04-30	alive	2016-12-31	F
1384	1959-02-05	dead	1996-11-01	M
1385	1955-04-22	alive	2016-12-31	F
1386	1985-03-07	dead	1978-02-21	M
1387	1991-11-08	dead	1999-10-03	F
1388	1965-06-09	dead	2007-09-12	M
1389	2008-06-02	alive	2016-12-31	F
